COD_LOCAL;DT_REF;SUBSTANCIA;MEDICAO;DIMENSAO
PAS 01;2024-02-19;Temperatura;25;°C
PAS 01;2024-02-19;Temperatura;25;°C
PAS 01;2024-03-20;Temperatura;25.4;°C
PAS 01;2024-04-17;Temperatura;26.9;°C
PAS 01;2024-04-17;Temperatura;26.9;°C
PAS 01;2024-07-24 13:33:00;Temperatura;20.100000000000001;
PAS 03;2021-12-03;Turbidez;7022;NTU
PAS 34;2024-04-17;Turbidez;4095;UNT
PAS 15;2023-05-17;Turbidez;3625;NTU
PAS 34;2024-02-22;Turbidez;2620;UNT
PAS 15;2024-06-26;Turbidez;2570;UNT
PAS 13;2024-02-22;Turbidez;1992;UNT
PAS 15;2021-07-07;Turbidez;1483.2;NTU
PAS 15;2022-11-24;Turbidez;1404;NTU
PAS 13;2024-06-27;Turbidez;1268;UNT
PAS 03;2023-11-22;Cádmio total;<0.001;mg/L
PAS 33;2024-02-22;Turbidez;1176;UNT
PAS 14;2021-07-06;Turbidez;1071;NTU
PAS 26;2024-02-20;Turbidez;950;UNT
PAS 01;2020-12-16;Zinco total;2.3E-2;mg/L
PAS 01;2021-07-04;Zinco total;4.3999999999999997E-2;mg/L
PAS 01;2021-12-04;Zinco total;<0.001;mg/L
PAS 01;2022-05-26;Zinco total;0.02;mg/L
PAS 01;2022-11-23;Zinco total;0.1;mg/L
PAS 01;2023-05-18;Zinco total;0.02;mg/L
PAS 01;2023-11-22;Zinco total;0.09;mg/L
PAS 01;2024-05-23;Zinco Total;4.9000000000000002E-2;mg/L
PAS 01;2024-06-25;Zinco Total;3.1E-2;mg/L
PAS 01;2024-02-19;Zinco Total;3.7999999999999999E-2;mg/L
PAS 01;2024-03-20;Zinco Total;6.9000000000000006E-2;mg/L
PAS 01;2024-04-17;Zinco Total;7.2999999999999995E-2;mg/L
PAS 01;2024-07-24 13:31:00;Zinco Total;5.1999999999999998E-2;mg/L
PAS 01;2020-12-16;Coliformes termotolerantes;1600;NMP/100mL
PAS 01;2021-07-04;Coliformes termotolerantes;170;NMP/100mL
PAS 01;2021-12-04;Coliformes termotolerantes;920;NMP/100mL
PAS 01;2022-11-23;Coliformes termotolerantes;22000;NMP/100mL
PAS 01;2023-05-18;Coliformes termotolerantes;180;NMP/100mL
PAS 01;2023-11-22;Coliformes termotolerantes;3700;NMP/100mL
PAS 01;2024-06-25;Coliformes Termotolerantes;<1.8;NMP/100mL
PAS 01;2024-03-20;Coliformes Termotolerantes;<1.8;NMP/100mL
PAS 01;2024-05-23;Coliformes Termotolerantes;45;NMP/100mL
PAS 01;2024-07-24 13:31:00;Coliformes Termotolerantes;<1.8;NMP/100mL
PAS 01;2022-05-26;Coliformes termotolerantes;Ausente;NMP/100mL
PAS 01;2024-02-19;Coliformes Termotolerantes;Presente;-
PAS 01;2024-04-17;Coliformes Termotolerantes;Presente;-
PAS 01;2020-12-16;Coliformes totais;1600;NMP/100mL
PAS 01;2021-07-04;Coliformes totais;220;NMP/100mL
PAS 01;2021-12-04;Coliformes totais;920;NMP/100mL
PAS 01;2022-05-26;Coliformes totais;220;NMP/100mL
PAS 01;2022-11-23;Coliformes totais;22000;NMP/100mL
PAS 01;2023-05-18;Coliformes totais;680;NMP/100mL
PAS 01;2023-11-22;Coliformes totais;22000;NMP/100mL
PAS 01;2024-06-25;Coliformes Totais;<1.8;NMP/100mL
PAS 01;2024-02-19;Coliformes Totais;Presente;-
PAS 01;2024-03-20;Coliformes Totais;<1.8;NMP/100mL
PAS 01;2024-04-17;Coliformes Totais;Presente;-
PAS 01;2024-05-23;Coliformes Totais;45;NMP/100mL
PAS 01;2024-07-24 13:31:00;Coliformes Totais;270;NMP/100mL
PAS 01;2023-11-22;Cianeto total;<1.;µg/L
PAS 01;2023-11-22;Manganês Total;3.2000000000000001E-2;mg/L
PAS 01;2024-05-23;Manganês Total;<0.01;mg/L
PAS 01;2024-06-25;Manganês Total;<0.003;mg/L
PAS 01;2024-02-19;Manganês Total;<0.01;mg/L
PAS 01;2024-03-20;Manganês Total;1.0999999999999999E-2;mg/L
PAS 01;2024-04-17;Manganês Total;<0.01;mg/L
PAS 01;2024-07-24 13:31:00;Manganês Total;<0.003;mg/L
PAS 01;2022-05-26;Temperatura do ambiente;31;°C
PAS 01;2022-11-23;Temperatura do ambiente;27;°C
PAS 01;2023-05-18;Temperatura do ambiente;38;°C
PAS 01;2023-11-22;Temperatura do ambiente;28.7;°C
PAS 01;2023-12-14;Temperatura do ambiente;33;°C
PAS 01;2024-05-23;Temperatura Ambiente;31.3;°C
PAS 01;2024-06-25;Temperatura Ambiente;31;°C
PAS 01;2024-06-25;Temperatura Ambiente;31;°C
PAS 01;2024-06-25;Temperatura Ambiente;31;°C
PAS 01;2024-05-23;Temperatura Ambiente;29.9;°C
PAS 01;2024-04-17;Temperatura Ambiente;32;°C
PAS 01;2024-04-17;Temperatura Ambiente;32;°C
PAS 01;2024-07-24 13:31:00;Temperatura do Ambiente;30.5;°C
PAS 01;2024-07-24 13:32:00;Temperatura do Ambiente;30.5;°C
PAS 01;2024-07-24 13:33:00;Temperatura do Ambiente;30.5;°C
PAS 01;2024-05-23;Sulfeto Total;<0.001;mg/L
PAS 01;2024-06-25;Sulfeto Total;<0.001;mg/L
PAS 01;2024-02-19;Sulfeto Total;<0.001;mg/L
PAS 01;2024-03-20;Sulfeto Total;1.7000000000000001E-2;mg/L
PAS 01;2024-04-17;Sulfeto Total;<0.001;mg/L
PAS 01;2024-07-24 13:31:00;Sulfeto Total;<0.001;mg/L
PAS 01;2024-05-23;Nitrogênio Orgânico;<1.;mg/L
PAS 01;2024-06-25;Nitrogênio Orgânico;<0.3;mg/L
PAS 01;2024-02-19;Nitrogênio Orgânico;<0.3;mg/L
PAS 01;2024-03-20;Nitrogênio Orgânico;<0.3;mg/L
PAS 01;2024-04-17;Nitrogênio Orgânico;<0.3;mg/L
PAS 01;2024-07-24 13:31:00;Nitrogênio Orgânico;<0.3;mg/L
PAS 05;2024-06-25;Nitrato (como N);<0.5;mg/L
PAS 13;2024-06-27;Nitrato (como N);<0.5;mg/L
PAS 13;2024-07-24 14:21:00;Nitrato (como N);<0.5;mg/L (como  N)
PAS 14;2024-06-26;Nitrato (como N);<0.5;mg/L
PAS 07;2024-03-20;Nitrato;<0.5;mg/L
PAS 13;2024-04-17;Nitrato;<0.5;mg/L
PAS 13;2024-03-21;Nitrato;0.5;mg/L
PAS 01;2024-06-25;Manganês Dissolvido;<0.01;mg/L
PAS 01;2024-07-24 13:32:00;Manganês Dissolvido;<0.003;mg/L
PAS 01;2024-06-25;Chumbo Dissolvido;<0.003;mg/L
PAS 01;2024-07-24 13:32:00;Chumbo Dissolvido;<0.003;mg/L
PAS 01;2024-06-25;Cobre Dissolvido;1.2999999999999999E-3;mg/L
PAS 01;2024-07-24 13:32:00;Cobre Dissolvido;<0.0003;mg/L
PAS 01;2024-06-25;Ferro Dissolvido;2.5999999999999999E-2;mg/L
PAS 01;2024-07-24 13:32:00;Ferro Dissolvido;0.04;mg/L
PAS 14;2024-03-18;Alcalinidade Total;55;mg/L
PAS 15;2024-06-26;Alcalinidade Total;55;mg/L
PAS 33;2024-04-18;Alcalinidade Total;51;mg/L
PAS 15;2023-11-23;Alcalinidade total;48;mg/L
PAS 15;2024-05-22;Alcalinidade Total;48;mg/L
PAS 15;2024-07-24 15:30:00;Alcalinidade Total;45;mg/L
PAS 33;2024-02-22;Alcalinidade Total;40;mg/L
PAS 14;2023-11-23;Alcalinidade total;38;mg/L
PAS 16;2024-06-26;Alcalinidade Total;38;mg/L
PAS 26;2023-11-23;Alcalinidade total;38;mg/L
PAS 26;2024-05-21;Alcalinidade Total;38;mg/L
PAS 05;2022-05-25;Alcalinidade total;35.5;mg/L
PAS 04;2023-11-24;Alcalinidade total;35;mg/L
PAS 03;2023-05-18;Alumínio dissolvido;0.6;mg/L
PAS 35;2024-05-21;Alumínio Dissolvido;0.57499999999999996;mg/L
PAS 34;2024-02-22;Alumínio Dissolvido;0.54800000000000004;mg/L
PAS 28;2024-03-20;Alumínio Dissolvido;0.52400000000000002;mg/L
PAS 33;2024-02-22;Alumínio Dissolvido;0.501;mg/L
PAS 26;2023-11-23;Alumínio dissolvido;0.5;mg/L
PAS 13;2024-05-21;Alumínio Dissolvido;0.44400000000000001;mg/L
PAS 28;2023-11-22;Alumínio dissolvido;0.42;mg/L
PAS 14;2024-02-22;Alumínio Dissolvido;0.40100000000000002;mg/L
PAS 04;2024-03-20;Alumínio Dissolvido;0.39900000000000002;mg/L
PAS 13;2024-04-17;Alumínio Dissolvido;0.38900000000000001;mg/L
PAS 03;2024-02-22;Alumínio Dissolvido;0.32600000000000001;mg/L
PAS 06;2024-02-19;Alumínio Dissolvido;0.32300000000000001;mg/L
PAS 02;2020-12-16;Amônia;1.2999999999999999E-3;mg/L
PAS 02;2021-07-04;Amônia;<0.0001;mg/L
PAS 02;2021-12-03;Amônia;<0.0001;mg/L
PAS 02;2022-05-26;Amônia;<0.6;mg/L
PAS 02;2022-11-23;Amônia;<0.6;mg/L
PAS 02;2023-05-18;Amônia;<0.6;mg/L
PAS 02;2023-11-22;Amônia;<0.6;mg/L
PAS 02;2024-05-23;Amônia;<0.005;mg/L
PAS 02;2024-06-25;Amônia;<0.005;mg/L
PAS 02;2024-02-19;Amônia;0.24299999999999999;mg/L
PAS 02;2024-03-20;Amônia;0.122;mg/L
PAS 02;2024-04-17;Amônia;<0.1;mg/L
PAS 02;2024-07-24 14:25:00;Amônia;<0.1;mg/L
PAS 02;2020-12-16;Cádmio total;<0.001;mg/L
PAS 02;2021-07-04;Cádmio total;<0.001;mg/L
PAS 02;2021-12-03;Cádmio total;<0.001;mg/L
PAS 02;2022-05-26;Cádmio total;<0.001;mg/L
PAS 02;2022-11-23;Cádmio total;<0.001;mg/L
PAS 02;2023-05-18;Cádmio total;<0.001;mg/L
PAS 02;2023-11-22;Cádmio total;<0.001;mg/L
PAS 02;2024-05-23;Cádmio Total;<0.0003;mg/L
PAS 02;2024-06-25;Cádmio Total;<0.0003;mg/L
PAS 02;2024-02-19;Cádmio Total;<0.0003;mg/L
PAS 02;2024-03-20;Cádmio Total;<0.0003;mg/L
PAS 02;2024-04-17;Cádmio Total;<0.0003;mg/L
PAS 02;2024-07-24 14:25:00;Cádmio Total;<0.0003;mg/L
PAS 02;2020-12-16;Chumbo total;<0.01;mg/L
PAS 02;2021-07-04;Chumbo total;<0.01;mg/L
PAS 02;2021-12-03;Chumbo total;<0.01;mg/L
PAS 02;2022-05-26;Chumbo total;<0.005;mg/L
PAS 02;2022-11-23;Chumbo total;<0.005;mg/L
PAS 02;2023-05-18;Chumbo total;<0.005;mg/L
PAS 02;2023-11-22;Chumbo total;<0.005;mg/L
PAS 02;2024-05-23;Chumbo Total;<0.003;mg/L
PAS 02;2024-06-25;Chumbo Total;<0.003;mg/L
PAS 02;2024-02-19;Chumbo Total;<0.003;mg/L
PAS 02;2024-03-20;Chumbo Total;<0.003;mg/L
PAS 02;2024-04-17;Chumbo Total;<0.003;mg/L
PAS 02;2024-07-24 14:25:00;Chumbo Total;<0.003;mg/L
PAS 02;2020-12-16;Cloreto;3.5;mg/L
PAS 02;2021-07-04;Cloreto;3.5;mg/L
PAS 02;2021-12-03;Cloreto;4;mg/L
PAS 02;2022-05-26;Cloreto;1.2;mg/L
PAS 02;2022-11-23;Cloreto;2.4;mg/L
PAS 02;2023-05-18;Cloreto;4.9000000000000004;mg/L
PAS 02;2023-11-22;Cloreto;4;mg/L
PAS 02;2023-12-14;Cloreto total;0.5;mg/L
PAS 02;2024-05-23;Cloreto;<1.;mg/L
PAS 02;2024-06-25;Cloreto;<1.;mg/L
PAS 02;2024-01-25;Cloreto Total;0.2;mg/L
PAS 02;2024-02-19;Cloreto;<1.;mg/L
PAS 02;2024-03-20;Cloreto Total;0.5;mg/L
PAS 02;2024-04-17;Cloreto;<1.;mg/L
PAS 02;2024-07-24 14:25:00;Cloreto;<0.17;mg/L
PAS 02;2020-12-16;Cobre total;<0.005;mg/L
PAS 02;2021-07-04;Cobre total;<0.005;mg/L
PAS 02;2021-12-03;Cobre total;<0.005;mg/L
PAS 02;2022-05-26;Cobre total;0.11899999999999999;mg/L
PAS 02;2022-11-23;Cobre total;8.6999999999999994E-2;mg/L
PAS 02;2023-05-18;Cobre total;0.10299999999999999;mg/L
PAS 02;2023-11-22;Cobre total;0.109;mg/L
PAS 02;2024-05-23;Cobre Total;2.2000000000000001E-3;mg/L
PAS 02;2024-06-25;Cobre Total;2.5000000000000001E-3;mg/L
PAS 02;2024-02-19;Cobre Total;<0.0003;mg/L
PAS 02;2024-03-20;Cobre Total;<0.0003;mg/L
PAS 02;2024-04-17;Cobre Total;<0.0003;mg/L
PAS 02;2024-07-24 14:25:00;Cobre Total;<0.0003;mg/L
PAS 33;2024-05-22;Condutividade;546;µS/cm
PAS 03;2022-11-25;Condutividade elétrica;516;µS/cm
PAS 14;2023-11-23;Condutividade elétrica;486.3;µS/cm
PAS 26;2023-12-15;Condutividade elétrica;481;µS/cm
PAS 34;2024-07-24 16:09:00;Condutividade;473;µS/cm
PAS 16;2024-01-24;Condutividade;460;µS/cm
PAS 34;2024-06-27;Condutividade;449;µS/cm
PAS 16;2023-12-14;Condutividade elétrica;448;µS/cm
PAS 34;2024-05-21;Condutividade;424;µS/cm
PAS 33;2024-02-22;Condutividade;400;µS/cm
PAS 15;2024-05-22;Condutividade;388;µS/cm
PAS 15;2023-12-14;Condutividade elétrica;359;µS/cm
PAS 26;2024-05-21;Condutividade;341;µS/cm
PAS 15;2024-01-25;Condutividade;332;µS/cm
PAS 03;2024-06-25;Condutividade;311;µS/cm
PAS 26;2024-01-25;Condutividade;304;µS/cm
PAS 14;2024-02-22;Condutividade;300;µS/cm
PAS 13;2024-03-21;Cor Verdadeira;364;mg/L
PAS 03;2023-11-22;Chumbo total;<0.005;mg/L
PAS 13;2024-06-27;Cor Verdadeira;311;mg/L
PAS 04;2023-11-27;Cor verdadeira;306;mg/L
PAS 13;2024-04-17;Cor Verdadeira;295;mg/L
PAS 13;2023-11-23;Cor verdadeira;268;mg/L
PAS 03;2024-03-18;Cor Verdadeira;250;mg/L
PAS 13;2024-02-22;Cor Verdadeira;240;mg/L
PAS 13;2023-11-29;Cor verdadeira;237;mg/L
PAS 15;2021-07-07;Cor verdadeira;210.02;uH
PAS 35;2024-02-22;Cor Verdadeira;206;mg/L
PAS 15;2024-03-18;Cor Verdadeira;205;mg/L
PAS 05;2021-12-02;Cor verdadeira;191.25;uH
PAS 02;2020-12-16;Cromo total;<0.01;mg/L
PAS 02;2021-07-04;Cromo total;<0.01;mg/L
PAS 02;2021-12-03;Cromo total;<0.01;mg/L
PAS 02;2022-05-26;Cromo total;<0.003;mg/L
PAS 02;2022-11-23;Cromo total;<0.003;mg/L
PAS 02;2023-05-18;Cromo total;<0.003;mg/L
PAS 02;2023-11-22;Cromo total;<0.003;mg/L
PAS 02;2024-05-23;Cromo Total;<0.003;mg/L
PAS 02;2024-06-25;Cromo Total;<0.003;mg/L
PAS 02;2024-02-19;Cromo Total;<0.003;mg/L
PAS 02;2024-03-20;Cromo Total;<0.003;mg/L
PAS 02;2024-04-17;Cromo Total;<0.003;mg/L
PAS 02;2024-07-24 14:25:00;Cromo Total;<0.003;mg/L
PAS 01;2023-05-18;DBO;3.68;mg/L
PAS 28;2023-11-27;DBO 5;3.5;mg/L
PAS 15;2022-11-24;DBO;3.43;mg/L
PAS 15;2024-02-22;DBO 5;3.2;mg/L
PAS 13;2024-06-27;DBO 5;<3.;mg/L
PAS 13;2024-02-22;DBO 5;<3.;mg/L
PAS 14;2024-07-26 09:53:00;DBO 5;<3.;mg/L
PAS 03;2023-11-27;Chumbo total;<0.003;mg/L
PAS 05;2023-11-28;DBO 5;<3.;mg/L
PAS 06;2023-11-28;DBO 5;<3.;mg/L
PAS 13;2023-11-29;DBO 5;<3.;mg/L
PAS 14;2023-11-29;DBO 5;<3.;mg/L
PAS 15;2023-11-29;DBO 5;<3.;mg/L
PAS 02;2020-12-16;DQO;2;mg/L
PAS 02;2021-07-04;DQO;<1;mg/L
PAS 02;2021-12-03;DQO;2;mg/L
PAS 02;2022-05-26;DQO;<5.;mg/L
PAS 02;2022-11-23;DQO;14;mg/L
PAS 02;2023-05-18;DQO;9.8000000000000007;mg/L
PAS 02;2023-11-22;DQO;15.6;mg/L
PAS 02;2024-05-23;DQO;<20;mg/L
PAS 02;2024-06-25;DQO;<20;mg/L
PAS 02;2024-02-19;DQO;<20.;mg/L
PAS 02;2024-03-20;DQO;<20.;mg/L
PAS 02;2024-04-17;DQO;<20;mg/L
PAS 02;2024-07-24 14:25:00;DQO;<20;
PAS 02;2020-12-16;Dureza;22;mg/L
PAS 02;2021-07-04;Dureza;20;mg/L
PAS 02;2021-12-03;Dureza;84;mg/L
PAS 02;2022-05-26;Dureza;2.5;mg/L
PAS 02;2022-11-23;Dureza;12;mg/L
PAS 02;2023-05-18;Dureza;12.5;mg/L
PAS 02;2023-11-22;Dureza;23;mg/L
PAS 02;2024-05-23;Dureza Total;8;mg/L
PAS 02;2024-06-25;Dureza Total;2;mg/L
PAS 02;2024-02-19;Dureza Total;10.07;mg/L
PAS 02;2024-03-20;Dureza Total;<0.5;mg/L
PAS 02;2024-04-17;Dureza Total;4;mg/L
PAS 02;2024-07-24 14:25:00;Dureza Total;4;mg/L
PAS 02;2020-12-16;Fenóis;<0.001;mg/L
PAS 02;2021-07-04;Fenóis;<0.001;mg/L
PAS 02;2021-12-03;Fenóis;<0.001;mg/L
PAS 02;2022-05-26;Fenóis;<0.001;mg/L
PAS 02;2022-11-23;Fenóis;<0.001;mg/L
PAS 02;2023-05-18;Fenóis;<0.001;mg/L
PAS 02;2023-11-22;Fenóis;<0.001;mg/L
PAS 02;2024-05-23;Fenóis Totais;<0.001;mg/L
PAS 02;2024-06-25;Fenóis Totais;<0.001;mg/L
PAS 02;2024-02-19;Fenóis Totais;0.124;mg/L
PAS 02;2024-03-20;Fenóis Totais;<0.001;mg/L
PAS 02;2024-04-17;Fenóis Totais;<0.001;mg/L
PAS 02;2024-07-24 14:25:00;Fenóis Totais;<0.001;mg/L
PAS 02;2020-12-16;Ferro total;<0.01;mg/L
PAS 02;2021-07-04;Ferro total;0.51700000000000002;mg/L
PAS 02;2021-12-03;Ferro total;1.46;mg/L
PAS 02;2022-05-26;Ferro total;2;mg/L
PAS 02;2022-11-23;Ferro total;6.14;mg/L
PAS 02;2023-05-18;Ferro total;0.08;mg/L
PAS 02;2023-11-22;Ferro total;0.56000000000000005;mg/L
PAS 02;2024-05-23;Ferro Total;1.27;mg/L
PAS 02;2024-06-25;Ferro Total;0.64300000000000002;mg/L
PAS 02;2024-02-19;Ferro Total;1.33;mg/L
PAS 02;2024-03-20;Ferro Total;1.42;mg/L
PAS 02;2024-04-17;Ferro Total;1.93;mg/L
PAS 02;2024-07-24 14:25:00;Ferro Total;0.58199999999999996;mg/L
PAS 02;2020-12-16;Fosfato;<0.01;mg/L
PAS 02;2021-07-04;Fosfato;<0.01;mg/L
PAS 02;2021-12-03;Fosfato;<0.01;mg/L
PAS 02;2022-05-26;Fosfato;<0.01;mg/L
PAS 02;2022-11-23;Fosfato;<0.01;mg/L
PAS 02;2023-05-18;Fosfato;<0.01;mg/L
PAS 02;2023-11-22;Fosfato;0.01;mg/L
PAS 02;2024-05-23;Fosfato Total;<0.006;mg/L
PAS 02;2024-06-25;Fosfato Total;<0.006;mg/L
PAS 02;2024-02-19;Fosfato Total;<0.006;mg/L
PAS 02;2024-03-20;Fosfato Total;<0.06;mg/L
PAS 02;2024-04-17;Fosfato Total;<0.006;mg/L
PAS 02;2024-07-24 14:25:00;Fosfato Total;8.5999999999999993E-2;mg/L
PAS 35;2024-06-27;Fósforo Total;0.13700000000000001;mg/L
PAS 13;2024-06-27;Fósforo Total;0.13300000000000001;mg/L
PAS 16;2023-11-29;Fósforo total;0.129;mg/L
PAS 15;2023-05-17;Fósforo total;0.12;mg/L
PAS 13;2023-05-18;Fósforo total;0.09;mg/L
PAS 14;2021-12-03;Fósforo total;0.09;mg/L
PAS 33;2024-02-22;Fósforo Total;7.1999999999999995E-2;mg/L
PAS 13;2023-11-23;Fósforo total;7.0000000000000007E-2;mg/L
PAS 14;2023-11-23;Fósforo total;7.0000000000000007E-2;mg/L
PAS 35;2024-02-22;Fósforo Total;6.7000000000000004E-2;mg/L
PAS 04;2024-03-20;Fósforo Total;6.6000000000000003E-2;mg/L
PAS 15;2021-12-03;Fósforo total;6.3E-2;mg/L
PAS 03;2023-11-22;Cianeto total;<1.;µg/L
PAS 02;2020-12-16;Níquel total;<0.01;mg/L
PAS 02;2021-07-04;Níquel total;<0.01;mg/L
PAS 02;2021-12-03;Níquel total;<0.01;mg/L
PAS 02;2022-05-26;Níquel total;<0.007;mg/L
PAS 02;2022-11-23;Níquel total;<0.007;mg/L
PAS 02;2023-05-18;Níquel total;<0.007;mg/L
PAS 02;2023-11-22;Níquel total;<0.007;mg/L
PAS 02;2024-05-23;Níquel Total;<0.003;mg/L
PAS 02;2024-06-25;Níquel Total;<0.003;mg/L
PAS 02;2024-02-19;Níquel Total;<0.003;mg/L
PAS 02;2024-03-20;Níquel Total;<0.003;mg/L
PAS 02;2024-04-17;Níquel Total;<0.003;mg/L
PAS 02;2024-07-24 14:25:00;Níquel Total;<0.003;mg/L
PAS 15;2024-02-22;Nitrato;0.5;mg/L
PAS 15;2024-03-18;Nitrato;<0.5;mg/L
PAS 16;2024-02-19;Nitrato;<0.5;mg/L
PAS 16;2024-04-16;Nitrato;<0.5;mg/L
PAS 26;2024-02-20;Nitrato;<0.5;mg/L
PAS 26;2024-03-18;Nitrato;<0.5;mg/L
PAS 33;2024-02-22;Nitrato;<0.5;mg/L
PAS 33;2024-03-18;Nitrato;<0.5;mg/L
PAS 33;2024-04-18;Nitrato;<0.5;mg/L
PAS 35;2024-02-22;Nitrato;<0.5;mg/L
PAS 16;2024-06-26;Nitrato (como N);<0.5;mg/L
PAS 16;2024-07-26 09:14:00;Nitrato (como N);<0.5;mg/L (como  N)
PAS 33;2024-05-22;Nitrato (como N);<0.5;mg/L
PAS 33;2024-06-27;Nitrato (como N);<0.5;mg/L
PAS 35;2024-06-27;Nitrato (como N);<0.5;mg/L
PAS 01;2024-06-25;Nitrato (como N);<0.23;mg/L
PAS 01;2024-07-24 13:31:00;Nitrato (como N);<0.23;mg/L (como  N)
PAS 02;2024-05-23;Nitrato (como N);<0.23;mg/L
PAS 02;2024-06-25;Nitrato (como N);<0.23;mg/L
PAS 02;2024-07-24 14:25:00;Nitrato (como N);<0.23;mg/L (como  N)
PAS 02;2020-12-16;Nitrogênio amoniacal;<0.001;mg/L
PAS 02;2021-07-04;Nitrogênio amoniacal;<0.001;mg/L
PAS 02;2021-12-03;Nitrogênio amoniacal;<0.001;mg/L
PAS 02;2022-05-26;Nitrogênio amoniacal;<0.6;mg/L
PAS 02;2022-11-23;Nitrogênio amoniacal;<0.6;mg/L
PAS 02;2023-05-18;Nitrogênio amoniacal;<0.6;mg/L
PAS 02;2023-11-22;Nitrogênio amoniacal;<0.6;mg/L
PAS 02;2024-05-23;Nitrogênio Amoniacal Total;<0.005;mg/L
PAS 02;2024-06-25;Nitrogênio Amoniacal Total;<0.005;mg/L
PAS 02;2024-02-19;Nitrogênio Amoniacal Total;0.2;mg/L
PAS 02;2024-03-20;Nitrogênio Amoniacal Total;0.1;mg/L
PAS 02;2024-04-17;Nitrogênio Amoniacal Total;<0.1;mg/L
PAS 02;2024-07-24 14:25:00;Nitrogênio Amoniacal Total;<0.1;mg/L
PAS 02;2020-12-16;Nitrogênio Kjeldahl;<0.1;mg/L
PAS 02;2021-07-04;Nitrogênio Kjeldahl;<0.1;mg/L
PAS 02;2021-12-03;Nitrogênio Kjeldahl;<0.1;mg/L
PAS 02;2022-05-26;Nitrogênio Kjeldahl;<4.;mg/L
PAS 02;2022-11-23;Nitrogênio Kjeldahl;<4.;mg/L
PAS 02;2023-05-18;Nitrogênio Kjeldahl;<4.;mg/L
PAS 02;2023-11-22;Nitrogênio Kjeldahl;<4.;mg/L
PAS 02;2020-12-16;Nitrogênio total;<0.1;mg/L
PAS 02;2021-07-04;Nitrogênio total;<0.1;mg/L
PAS 02;2021-12-03;Nitrogênio total;<0.1;mg/L
PAS 02;2022-05-26;Nitrogênio total;0.86;mg/L
PAS 02;2022-11-23;Nitrogênio total;0.56000000000000005;mg/L
PAS 02;2023-05-18;Nitrogênio total;0.56000000000000005;mg/L
PAS 02;2023-11-22;Nitrogênio total;0.66;mg/L
PAS 02;2024-05-23;Nitrogênio Total;0.5;mg/L
PAS 02;2024-06-25;Nitrogênio Total;<0.5;mg/L
PAS 02;2024-02-19;Nitrogênio Total;<0.5;mg/L
PAS 02;2024-03-20;Nitrogênio Total;<0.5;mg/L
PAS 02;2024-04-17;Nitrogênio Total;<0.15;mg/L
PAS 02;2024-07-24 14:25:00;Nitrogênio Total;<0.15;mg/L
PAS 16;2021-07-03;Óleos e graxas;0;mg/L
PAS 01;2021-07-04;Óleos e graxas;0;mg/L
PAS 02;2021-07-04;Óleos e graxas;0;mg/L
PAS 05;2021-07-04;Óleos e graxas;0;mg/L
PAS 06;2021-07-04;Óleos e graxas;0;mg/L
PAS 07;2021-07-04;Óleos e graxas;0;mg/L
PAS 13;2021-07-06;Óleos e graxas;0;mg/L
PAS 14;2021-07-06;Óleos e graxas;0;mg/L
PAS 15;2021-07-07;Óleos e graxas;0;mg/L
PAS 05;2021-12-02;Óleos e graxas;0;mg/L
PAS 06;2021-12-02;Óleos e graxas;0;mg/L
PAS 07;2021-12-02;Óleos e graxas;0;mg/L
PAS 02;2021-12-03;Óleos e graxas;0;mg/L
PAS 02;2020-12-16;Ortofosfato;<0.01;mg/L
PAS 02;2021-07-04;Ortofosfato;<0.01;mg/L
PAS 02;2021-12-03;Ortofosfato;<0.01;mg/L
PAS 02;2022-05-26;Ortofosfato;<0.01;mg/L
PAS 02;2022-11-23;Ortofosfato;<0.01;mg/L
PAS 02;2023-05-18;Ortofosfato;<0.01;mg/L
PAS 02;2023-11-22;Ortofosfato;0.01;mg/L
PAS 02;2024-05-23;Ortofosfato;<0.006;mg/L
PAS 02;2024-06-25;Ortofosfato;<0.006;mg/L
PAS 02;2024-02-19;Ortofosfato;<0.006;mg/L
PAS 02;2024-03-20;Ortofosfato;<0.05;mg/L
PAS 02;2024-04-17;Ortofosfato;<0.006;mg/L
PAS 02;2024-07-24 14:25:00;Ortofosfato;<0.006;mg/L
PAS 02;2020-12-16;Oxigênio dissolvido;6.3;mg/L
PAS 02;2021-07-04;Oxigênio dissolvido;6;mg/L
PAS 02;2021-12-03;Oxigênio dissolvido;5.5;mg/L
PAS 02;2022-05-26;Oxigênio dissolvido;7.92;mg/L
PAS 02;2022-11-23;Oxigênio dissolvido;3.49;mg/L
PAS 02;2023-05-18;Oxigênio dissolvido;6.66;mg/L
PAS 02;2023-11-22;Oxigênio dissolvido;4.21;mg/L
PAS 02;2024-05-23;Oxigênio Dissolvido;5.48;mg/L
PAS 02;2024-06-25;Oxigênio Dissolvido;5.48;mg/L
PAS 02;2024-02-19;Oxigênio Dissolvido;4.95;mg/L
PAS 02;2024-03-20;Oxigênio Dissolvido;6.9;mg/L
PAS 02;2024-04-17;Oxigênio Dissolvido;6.73;mg/L
PAS 02;2024-07-24 14:25:00;Oxigênio Dissolvido;6.97;mg/L
PAS 03;2024-01-25;pH;5.32;-
PAS 01;2022-11-23;pH;5.4;-
PAS 30;2024-03-21;pH;5.44;-
PAS 03;2022-11-25;pH;5.5;-
PAS 07;2023-05-17;pH;5.5;-
